epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
88,130.036,0.72233,0.72494,0.36743,0.00222,0.08496,0.89507,0.86802,0.90228,0.66764,0.92727,0.91579,0.95551,0.66272,0.93225,1.14698,0.65307,0.00447,0,0.0017129,0.0017129,0.0017129
89,131.621,0.74134,0.77592,0.38317,0.00208,0.1221,0.9049,0.87719,0.90737,0.68431,0.94237,0.91799,0.95576,0.65791,0.89969,1.03339,0.5979,0.00412,0,0.0017096,0.0017096,0.0017096
90,133.068,0.69471,0.78435,0.35881,0.00194,0.18853,0.9049,0.87719,0.90737,0.68431,0.94237,0.91799,0.95576,0.65791,0.89969,1.03339,0.5979,0.00412,0,0.0017063,0.0017063,0.0017063
91,134.706,0.71557,0.72494,0.40668,0.00241,0.1936,0.88585,0.88421,0.90434,0.68321,0.92236,0.91706,0.94525,0.65281,0.91127,1.08123,0.59196,0.00416,0,0.001703,0.001703,0.001703
92,136.135,0.7221,0.81141,0.35605,0.0023,0.07446,0.90668,0.85225,0.89961,0.67199,0.95146,0.89403,0.95305,0.65437,0.94157,0.95102,0.66945,0.00414,0,0.0016997,0.0016997,0.0016997
93,137.59,0.75986,0.76142,0.37556,0.0021,0.06369,0.86441,0.89473,0.90653,0.68188,0.89637,0.92632,0.95501,0.65966,0.91075,0.82614,0.61672,0.00385,0,0.0016964,0.0016964,0.0016964
94,139.013,0.70522,0.7257,0.3644,0.00176,0.06624,0.86441,0.89473,0.90653,0.68188,0.89637,0.92632,0.95501,0.65966,0.91075,0.82614,0.61672,0.00385,0,0.0016931,0.0016931,0.0016931
95,140.393,0.72533,0.80012,0.35799,0.00195,0.18692,0.85574,0.90175,0.90221,0.67865,0.93428,0.89779,0.9553,0.6537,0.91692,0.80872,0.59893,0.00411,0,0.0016898,0.0016898,0.0016898
96,142.025,0.66,0.66158,0.35031,0.00194,0.07545,0.85271,0.91579,0.90952,0.68122,0.91009,0.9193,0.95487,0.65027,0.9202,0.83657,0.60328,0.00447,0,0.0016865,0.0016865,0.0016865
97,143.476,0.68281,0.63544,0.34327,0.002,0.143,0.85271,0.91579,0.90952,0.68122,0.91009,0.9193,0.95487,0.65027,0.9202,0.83657,0.60328,0.00447,0,0.0016832,0.0016832,0.0016832
98,145.026,0.765,0.81122,0.40054,0.00206,0.16407,0.88356,0.90526,0.91248,0.6822,0.91429,0.93577,0.95832,0.65219,0.91864,0.80887,0.59321,0.00444,0,0.0016799,0.0016799,0.0016799
99,146.632,0.73241,0.80354,0.39511,0.00189,0.23472,0.89291,0.9069,0.91691,0.69383,0.92421,0.93684,0.96122,0.65304,0.89246,0.78239,0.57736,0.00411,0,0.0016766,0.0016766,0.0016766
100,147.976,0.70896,0.77612,0.38046,0.00197,0.18541,0.91026,0.88977,0.92119,0.70542,0.94253,0.92075,0.96019,0.64948,0.8463,0.77973,0.50558,0.00366,0,0.0016733,0.0016733,0.0016733
101,149.512,0.70492,0.7654,0.35622,0.00202,0.09263,0.91026,0.88977,0.92119,0.70542,0.94253,0.92075,0.96019,0.64948,0.8463,0.77973,0.50558,0.00366,0,0.00167,0.00167,0.00167
