epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
53,82.5685,0.62177,0.69437,0.31254,0.00208,0.09739,0.96374,0.83926,0.91158,0.68597,0.94307,0.87181,0.93963,0.59568,0.96842,1.05623,0.53213,0.00445,0,0.0018284,0.0018284,0.0018284
54,84.18,0.70341,0.8428,0.38944,0.00169,0.04808,0.96792,0.84695,0.9167,0.70394,0.95044,0.87471,0.94685,0.61917,0.91098,1.06924,0.52882,0.00414,0,0.0018251,0.0018251,0.0018251
55,85.7985,0.69672,0.87027,0.38097,0.00174,0.05331,0.96792,0.84695,0.9167,0.70394,0.95044,0.87471,0.94685,0.61917,0.91098,1.06924,0.52882,0.00414,0,0.0018218,0.0018218,0.0018218
56,87.316,0.68815,0.73054,0.33437,0.00195,0.09579,0.95323,0.85819,0.9157,0.7091,0.95363,0.86584,0.94017,0.62694,0.87739,1.00341,0.48883,0.00392,0,0.0018185,0.0018185,0.0018185
57,88.8084,0.72182,0.82917,0.37594,0.00183,0.31733,0.9226,0.86316,0.90364,0.6926,0.94059,0.87368,0.93107,0.61903,0.91895,0.99332,0.54698,0.00425,0,0.0018152,0.0018152,0.0018152
58,90.4337,0.61098,0.56918,0.31932,0.00181,0.04803,0.94215,0.8571,0.90516,0.68797,0.95556,0.85614,0.91902,0.60372,0.93046,1.00255,0.57315,0.00446,0,0.0018119,0.0018119,0.0018119
59,91.8972,0.74226,0.84247,0.37872,0.0023,0.0811,0.94215,0.8571,0.90516,0.68797,0.95556,0.85614,0.91902,0.60372,0.93046,1.00255,0.57315,0.00446,0,0.0018086,0.0018086,0.0018086
60,93.391,0.75195,0.75843,0.34612,0.00197,0.17812,0.91272,0.88057,0.90957,0.71852,0.91972,0.88433,0.91686,0.58598,0.8512,1.08335,0.574,0.00416,0,0.0018053,0.0018053,0.0018053
61,95.0007,0.67945,0.7498,0.34467,0.00182,0.19977,0.95695,0.85789,0.92664,0.7216,0.92888,0.89123,0.93165,0.59283,0.83499,0.86456,0.48478,0.00398,0,0.001802,0.001802,0.001802
62,96.4742,0.73231,0.76048,0.34628,0.00198,0.18833,0.95695,0.85789,0.92664,0.7216,0.92888,0.89123,0.93165,0.59283,0.83499,0.86456,0.48478,0.00398,0,0.0017987,0.0017987,0.0017987
