epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,4.43775,1.32929,1.57606,0.81988,0.00509,0.36149,0.92588,0.90175,0.91493,0.66872,0.96917,0.94386,0.976,0.73281,0.98402,0.83982,0.59788,0.00466,0,0.000611111,0.000611111,0.000611111
2,5.79497,1.04453,1.08495,0.68422,0.00471,0.50719,0.9299,0.87719,0.90611,0.68641,0.95067,0.94659,0.97665,0.72237,0.91338,0.74223,0.5473,0.0043,0,0.00127567,0.00127567,0.00127567
3,7.13416,1.07703,1.52277,0.76229,0.00327,0.5077,0.9342,0.90175,0.93053,0.72686,0.96401,0.92982,0.96382,0.68637,0.82589,0.81832,0.44705,0.00424,0,0.00193803,0.00193803,0.00193803
4,8.53525,0.99141,1.35282,0.88155,0.00276,0.36191,0.93013,0.89474,0.92188,0.71056,0.95632,0.91579,0.96011,0.68078,0.86762,0.94585,0.46841,0.00459,0,0.0019901,0.0019901,0.0019901
5,9.91472,1.03681,1.26625,0.6885,0.00306,0.35824,0.9155,0.91228,0.94066,0.73418,0.92172,0.90894,0.93657,0.5637,0.81593,1.15956,0.39812,0.00436,0,0.0019868,0.0019868,0.0019868
6,11.213,1.00658,1.40303,0.60092,0.00289,0.17637,0.9155,0.91228,0.94066,0.73418,0.92172,0.90894,0.93657,0.5637,0.81593,1.15956,0.39812,0.00436,0,0.0019835,0.0019835,0.0019835
7,12.6077,1.11146,1.04155,0.61349,0.00366,0.48457,0.91932,0.91228,0.93889,0.74326,0.93496,0.90784,0.92528,0.60679,0.79995,0.9945,0.40304,0.00434,0,0.0019802,0.0019802,0.0019802
8,13.9014,0.9957,1.05987,0.59185,0.00295,0.40664,0.92974,0.88218,0.93084,0.72957,0.94082,0.89255,0.93599,0.6526,0.83026,0.98891,0.47129,0.00458,0,0.0019769,0.0019769,0.0019769
9,15.1553,1.0108,1.23629,0.62197,0.00274,0.17339,0.88975,0.90614,0.92989,0.70371,0.90008,0.91656,0.93577,0.66865,0.89854,1.02538,0.52497,0.005,0,0.0019736,0.0019736,0.0019736
10,16.4162,0.9037,0.84421,0.56646,0.0027,0.25417,0.88975,0.90614,0.92989,0.70371,0.90008,0.91656,0.93577,0.66865,0.89854,1.02538,0.52497,0.005,0,0.0019703,0.0019703,0.0019703
11,17.8287,0.92472,1.11156,0.5745,0.00243,0.14416,0.90538,0.87018,0.91278,0.6578,0.90977,0.92281,0.93661,0.67128,1.02848,1.27338,0.55816,0.00585,0,0.001967,0.001967,0.001967
12,19.2047,0.83706,0.92384,0.5659,0.00287,0.4309,0.88853,0.85965,0.88502,0.62085,0.90443,0.92632,0.94481,0.67748,1.09273,1.4807,0.6794,0.0062,0,0.0019637,0.0019637,0.0019637
13,20.4713,0.97451,0.91497,0.57056,0.00417,0.16131,0.89868,0.84912,0.88166,0.61734,0.91761,0.93789,0.94998,0.67618,1.10047,1.51065,0.65756,0.00604,0,0.0019604,0.0019604,0.0019604
14,21.6927,0.93512,0.90185,0.48939,0.0037,0.15529,0.89868,0.84912,0.88166,0.61734,0.91761,0.93789,0.94998,0.67618,1.10047,1.51065,0.65756,0.00604,0,0.0019571,0.0019571,0.0019571
15,23.0507,0.93829,0.87599,0.54632,0.00264,0.1205,0.87734,0.85331,0.88572,0.62692,0.93504,0.90909,0.95289,0.67082,1.05848,1.71416,0.67745,0.00563,0,0.0019538,0.0019538,0.0019538
16,24.3217,0.93726,1.04803,0.57411,0.00304,0.13453,0.90518,0.87018,0.90448,0.65225,0.94387,0.92281,0.95738,0.66131,0.99413,1.86492,0.61127,0.00518,0,0.0019505,0.0019505,0.0019505
17,25.7066,0.8263,0.96449,0.53398,0.00263,0.24443,0.91032,0.87368,0.91504,0.67479,0.9506,0.91228,0.95991,0.6492,0.90643,1.34336,0.55193,0.0045,0,0.0019472,0.0019472,0.0019472
18,27.2843,0.84384,0.78442,0.49353,0.00301,0.14288,0.91032,0.87368,0.91504,0.67479,0.9506,0.91228,0.95991,0.6492,0.90643,1.34336,0.55193,0.0045,0,0.0019439,0.0019439,0.0019439
19,28.6361,0.86909,0.90157,0.55058,0.00266,0.27659,0.90309,0.87018,0.915,0.68585,0.94564,0.91552,0.96661,0.64757,0.85545,1.24394,0.53865,0.00414,0,0.0019406,0.0019406,0.0019406
20,29.9267,0.93826,1.00752,0.54563,0.00275,0.20011,0.89627,0.87916,0.91424,0.68508,0.93919,0.92127,0.9611,0.64591,0.86481,1.17238,0.5577,0.00441,0,0.0019373,0.0019373,0.0019373
21,31.182,0.9551,1.0651,0.77053,0.00495,0.62485,0.89301,0.87864,0.91877,0.68329,0.93011,0.92982,0.9616,0.6569,0.88031,1.17225,0.56822,0.00466,0,0.001934,0.001934,0.001934
22,32.4368,0.8983,0.84206,0.48271,0.00284,0.19396,0.89301,0.87864,0.91877,0.68329,0.93011,0.92982,0.9616,0.6569,0.88031,1.17225,0.56822,0.00466,0,0.0019307,0.0019307,0.0019307
23,33.814,0.85792,0.816,0.47799,0.00283,0.40732,0.89601,0.90696,0.9329,0.69833,0.93068,0.94214,0.97077,0.6677,0.87924,1.17774,0.54832,0.00453,0,0.0019274,0.0019274,0.0019274
24,35.1072,0.82025,0.86134,0.46266,0.00233,0.14273,0.90164,0.90059,0.93227,0.69832,0.92715,0.93684,0.96297,0.67004,0.91707,1.2434,0.53994,0.00462,0,0.0019241,0.0019241,0.0019241
25,36.3223,0.84711,0.76005,0.44273,0.00285,0.33619,0.89935,0.89825,0.92097,0.68858,0.92993,0.93127,0.96087,0.67369,0.93446,1.09319,0.52762,0.00451,0,0.0019208,0.0019208,0.0019208
26,37.5785,0.86675,0.83661,0.48887,0.00281,0.36457,0.89935,0.89825,0.92097,0.68858,0.92993,0.93127,0.96087,0.67369,0.93446,1.09319,0.52762,0.00451,0,0.0019175,0.0019175,0.0019175
27,38.8501,0.85554,0.87957,0.45683,0.00268,0.36499,0.87685,0.89123,0.90454,0.66701,0.91728,0.93378,0.96167,0.67326,0.97254,1.33812,0.59721,0.00475,0,0.0019142,0.0019142,0.0019142
28,40.3456,0.76552,0.77564,0.41458,0.00237,0.18112,0.90282,0.85614,0.90088,0.6489,0.95142,0.90526,0.96121,0.67166,1.03656,1.56371,0.65638,0.00532,0,0.0019109,0.0019109,0.0019109
29,41.6966,0.90295,0.76647,0.5126,0.00373,0.3026,0.9133,0.85614,0.90754,0.63802,0.96165,0.90175,0.95906,0.66304,1.09393,1.42976,0.65029,0.00619,0,0.0019076,0.0019076,0.0019076
30,42.9203,0.83364,0.81743,0.42208,0.00283,0.37416,0.9133,0.85614,0.90754,0.63802,0.96165,0.90175,0.95906,0.66304,1.09393,1.42976,0.65029,0.00619,0,0.0019043,0.0019043,0.0019043
31,44.1583,0.82278,0.77374,0.51029,0.0026,0.22193,0.92511,0.86687,0.91226,0.65469,0.92846,0.93684,0.96016,0.65806,1.0327,1.10957,0.62072,0.00585,0,0.001901,0.001901,0.001901
32,45.3737,0.80658,0.82442,0.4078,0.00225,0.13037,0.92543,0.87085,0.91634,0.6622,0.95153,0.89541,0.95379,0.6609,1.01686,1.20975,0.58219,0.0059,0,0.0018977,0.0018977,0.0018977
33,46.5626,0.85335,0.93197,0.45267,0.00243,0.27563,0.93522,0.86117,0.91955,0.67998,0.93517,0.92982,0.96103,0.66611,0.9632,0.96685,0.59001,0.00545,0,0.0018944,0.0018944,0.0018944
34,47.9191,0.83928,0.94847,0.45308,0.00235,0.11988,0.93522,0.86117,0.91955,0.67998,0.93517,0.92982,0.96103,0.66611,0.9632,0.96685,0.59001,0.00545,0,0.0018911,0.0018911,0.0018911
35,49.3027,0.85124,0.96552,0.44056,0.00233,0.37216,0.93564,0.86667,0.92308,0.69781,0.92017,0.93027,0.95757,0.66718,0.89119,0.89658,0.53829,0.00481,0,0.0018878,0.0018878,0.0018878
36,50.6937,0.74784,0.819,0.45298,0.00201,0.17588,0.93366,0.86667,0.92271,0.70777,0.92708,0.93676,0.96109,0.67018,0.84233,1.0026,0.54824,0.00427,0,0.0018845,0.0018845,0.0018845
37,51.8773,0.88653,0.73827,0.44741,0.00354,0.15356,0.93211,0.87719,0.92493,0.70911,0.92409,0.94737,0.96175,0.67828,0.84135,0.90441,0.52396,0.00405,0,0.0018812,0.0018812,0.0018812
38,53.038,0.77378,0.78414,0.42607,0.00237,0.20301,0.93211,0.87719,0.92493,0.70911,0.92409,0.94737,0.96175,0.67828,0.84135,0.90441,0.52396,0.00405,0,0.0018779,0.0018779,0.0018779
39,54.5419,0.77778,0.74919,0.43019,0.00286,0.13489,0.92528,0.87368,0.91989,0.68352,0.9326,0.95439,0.96243,0.67765,0.91422,1.00576,0.58138,0.00455,0,0.0018746,0.0018746,0.0018746
40,55.7247,0.86051,0.83953,0.46041,0.00289,0.2348,0.89974,0.8817,0.91761,0.6645,0.93869,0.94386,0.96313,0.67563,0.95784,1.1176,0.58405,0.00493,0,0.0018713,0.0018713,0.0018713
41,56.9822,0.83104,0.78891,0.43075,0.00269,0.23434,0.8935,0.89474,0.91132,0.65945,0.93127,0.95089,0.96321,0.68044,0.96596,1.24835,0.58849,0.00478,0,0.001868,0.001868,0.001868
42,58.2051,0.75897,0.77817,0.44156,0.00196,0.2099,0.8935,0.89474,0.91132,0.65945,0.93127,0.95089,0.96321,0.68044,0.96596,1.24835,0.58849,0.00478,0,0.0018647,0.0018647,0.0018647
43,59.3752,0.79199,0.81389,0.40604,0.0023,0.3013,0.88884,0.88772,0.90936,0.65496,0.92455,0.94737,0.96003,0.67723,0.97163,1.26455,0.60411,0.00476,0,0.0018614,0.0018614,0.0018614
44,60.5511,0.78774,0.77347,0.39908,0.00248,0.28897,0.89337,0.88196,0.90777,0.66359,0.92699,0.93562,0.9602,0.68031,0.94865,1.26605,0.58999,0.00456,0,0.0018581,0.0018581,0.0018581
45,61.9831,0.79339,0.83767,0.40418,0.00217,0.14607,0.90692,0.88889,0.9168,0.6686,0.91426,0.95088,0.95753,0.68175,0.93998,1.28911,0.57219,0.00479,0,0.0018548,0.0018548,0.0018548
46,63.299,0.71273,0.71477,0.3508,0.00207,0.07614,0.90692,0.88889,0.9168,0.6686,0.91426,0.95088,0.95753,0.68175,0.93998,1.28911,0.57219,0.00479,0,0.0018515,0.0018515,0.0018515
47,64.5121,0.66285,0.65595,0.33337,0.00232,0.15412,0.89788,0.88421,0.91132,0.65665,0.92724,0.93898,0.95248,0.68346,0.97587,1.34034,0.58538,0.00516,0,0.0018482,0.0018482,0.0018482
48,65.7022,0.77066,0.91159,0.39265,0.00272,0.22205,0.91297,0.86667,0.91144,0.64471,0.91974,0.94035,0.95328,0.68364,1.01796,1.28896,0.63544,0.00564,0,0.0018449,0.0018449,0.0018449
49,66.9537,0.83942,0.81514,0.43789,0.0026,0.38089,0.92479,0.86667,0.90722,0.64636,0.92649,0.92864,0.95332,0.68701,1.01446,1.26659,0.59163,0.00576,0,0.0018416,0.0018416,0.0018416
50,68.3069,0.77901,0.70519,0.37176,0.00285,0.38362,0.92479,0.86667,0.90722,0.64636,0.92649,0.92864,0.95332,0.68701,1.01446,1.26659,0.59163,0.00576,0,0.0018383,0.0018383,0.0018383
51,69.6447,0.78693,0.87373,0.39477,0.002,0.19239,0.91193,0.86667,0.90881,0.66234,0.92257,0.92982,0.95306,0.69214,0.95992,1.14093,0.59029,0.00524,0,0.001835,0.001835,0.001835
52,70.8488,0.79902,0.81798,0.42497,0.00241,0.2159,0.91177,0.88421,0.91565,0.67779,0.93214,0.9193,0.94921,0.68831,0.9121,1.1423,0.56089,0.00486,0,0.0018317,0.0018317,0.0018317
53,72.0649,0.87018,0.86282,0.45072,0.00514,0.42994,0.8879,0.88935,0.90726,0.68198,0.91932,0.91959,0.94949,0.6931,0.87465,1.05454,0.58108,0.00448,0,0.0018284,0.0018284,0.0018284
54,73.4299,0.78185,0.81315,0.43608,0.00211,0.18162,0.8879,0.88935,0.90726,0.68198,0.91932,0.91959,0.94949,0.6931,0.87465,1.05454,0.58108,0.00448,0,0.0018251,0.0018251,0.0018251
55,74.6807,0.76221,0.82161,0.37932,0.00213,0.20984,0.8814,0.88772,0.90598,0.67898,0.8998,0.94524,0.95912,0.7008,0.89754,1.22691,0.57463,0.00466,0,0.0018218,0.0018218,0.0018218
56,75.9169,0.7924,0.85362,0.40325,0.00221,0.259,0.89682,0.8844,0.90918,0.67756,0.93062,0.94128,0.96458,0.69832,0.92304,1.08876,0.54974,0.00484,0,0.0018185,0.0018185,0.0018185
57,77.2376,0.84808,0.96561,0.44641,0.00212,0.08794,0.88518,0.89263,0.89817,0.65599,0.93739,0.94554,0.97156,0.69326,0.95963,1.12683,0.59756,0.00509,0,0.0018152,0.0018152,0.0018152
58,78.4537,0.75888,0.84182,0.37535,0.00202,0.2593,0.88518,0.89263,0.89817,0.65599,0.93739,0.94554,0.97156,0.69326,0.95963,1.12683,0.59756,0.00509,0,0.0018119,0.0018119,0.0018119
59,79.7175,0.69229,0.75846,0.38547,0.00193,0.10484,0.88857,0.88772,0.89152,0.6523,0.93278,0.94035,0.96242,0.68799,0.95902,1.22284,0.57378,0.0048,0,0.0018086,0.0018086,0.0018086
60,81.0107,0.68084,0.66748,0.33585,0.00234,0.21146,0.87249,0.89123,0.87969,0.64117,0.96808,0.91228,0.96323,0.68439,0.95427,1.31284,0.60898,0.00443,0,0.0018053,0.0018053,0.0018053
61,82.1934,0.74494,0.77066,0.39752,0.00254,0.22631,0.88985,0.8787,0.89302,0.66022,0.94366,0.92982,0.96412,0.68755,0.91502,1.02315,0.61365,0.00405,0,0.001802,0.001802,0.001802
62,83.4643,0.82325,0.94065,0.45082,0.00223,0.11238,0.88985,0.8787,0.89302,0.66022,0.94366,0.92982,0.96412,0.68755,0.91502,1.02315,0.61365,0.00405,0,0.0017987,0.0017987,0.0017987
63,84.9149,0.64245,0.62989,0.32495,0.00188,0.20645,0.90293,0.89123,0.91723,0.67502,0.94574,0.93333,0.96446,0.68648,0.91249,0.86179,0.54776,0.00406,0,0.0017954,0.0017954,0.0017954
64,86.1843,0.778,0.84438,0.40872,0.00257,0.12459,0.90464,0.86544,0.90725,0.68588,0.9147,0.95789,0.96305,0.68661,0.882,0.86962,0.54859,0.00412,0,0.0017921,0.0017921,0.0017921
65,87.5459,0.77047,0.89809,0.4154,0.00231,0.382,0.90741,0.89407,0.923,0.71023,0.91185,0.94374,0.96148,0.68113,0.8189,0.71849,0.49101,0.00379,0,0.0017888,0.0017888,0.0017888
66,88.7751,0.7581,0.90586,0.4092,0.00192,0.23578,0.90741,0.89407,0.923,0.71023,0.91185,0.94374,0.96148,0.68113,0.8189,0.71849,0.49101,0.00379,0,0.0017855,0.0017855,0.0017855
67,90.025,0.76459,1.08655,0.43199,0.00177,0.10497,0.89892,0.89825,0.92191,0.7217,0.92927,0.94035,0.96154,0.68167,0.77732,0.74941,0.4967,0.00362,0,0.0017822,0.0017822,0.0017822
68,91.407,0.76035,0.89496,0.38981,0.00207,0.09549,0.91353,0.88964,0.92698,0.72844,0.94182,0.92632,0.96209,0.67953,0.78995,0.74581,0.49774,0.00378,0,0.0017789,0.0017789,0.0017789
69,92.6387,0.77074,0.85025,0.39674,0.00211,0.18274,0.91182,0.88772,0.927,0.71261,0.94472,0.9193,0.96178,0.67823,0.8257,0.83777,0.54035,0.00404,0,0.0017756,0.0017756,0.0017756
70,94.0971,0.74586,0.80645,0.40079,0.00209,0.0661,0.91182,0.88772,0.927,0.71261,0.94472,0.9193,0.96178,0.67823,0.8257,0.83777,0.54035,0.00404,0,0.0017723,0.0017723,0.0017723
