epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
55,284.226,0.93036,1.55778,0.73959,0.00423,0.04756,0.77151,0.8413,0.88243,0.69236,0.60537,0.75084,0.68326,0.35587,0.89115,1.17572,0.66326,0.00516,0,0.0018218,0.0018218,0.0018218
56,289.053,0.93359,1.52307,0.74187,0.00422,0.05029,0.84905,0.83502,0.91138,0.72012,0.74708,0.75084,0.80052,0.43124,0.8652,1.12487,0.59563,0.00478,0,0.0018185,0.0018185,0.0018185
57,294.099,0.92778,1.48612,0.74701,0.00435,0.07549,0.83977,0.80471,0.89544,0.71785,0.73904,0.78788,0.8187,0.39608,0.84121,1.13548,0.63801,0.0045,0,0.0018152,0.0018152,0.0018152
58,299.118,0.94134,1.53738,0.72622,0.00443,0.05065,0.83086,0.85185,0.91263,0.70811,0.77159,0.78788,0.83477,0.42846,0.87284,1.11662,0.61501,0.00509,0,0.0018119,0.0018119,0.0018119
59,304.168,0.89049,1.48092,0.71979,0.00408,0.05138,0.79909,0.81818,0.87809,0.68784,0.7707,0.79125,0.82712,0.44064,0.88958,1.17291,0.68951,0.0048,0,0.0018086,0.0018086,0.0018086
60,309.196,0.92056,1.50551,0.73166,0.00423,0.05316,0.83903,0.85996,0.91363,0.74084,0.79016,0.81143,0.8513,0.46609,0.80218,1.09804,0.5992,0.00435,0,0.0018053,0.0018053,0.0018053
61,314.272,0.91653,1.47591,0.71847,0.00412,0.06335,0.83903,0.81145,0.89346,0.72404,0.7787,0.76768,0.84161,0.44943,0.83719,1.09649,0.65746,0.0046,0,0.001802,0.001802,0.001802
62,319.191,0.91723,1.47792,0.72946,0.0042,0.08977,0.82915,0.78431,0.88247,0.71257,0.71618,0.78164,0.80902,0.4318,0.76813,1.08588,0.66665,0.00403,0,0.0017987,0.0017987,0.0017987
63,324.215,0.91534,1.48088,0.72339,0.00419,0.07335,0.8305,0.85789,0.90666,0.72333,0.77357,0.80519,0.84142,0.43238,0.78638,1.07944,0.58467,0.00426,0,0.0017954,0.0017954,0.0017954
64,328.906,0.93653,1.4906,0.73992,0.0045,0.09971,0.8345,0.85522,0.90982,0.72754,0.76177,0.81818,0.85518,0.44496,0.82752,1.09041,0.60215,0.00447,0,0.0017921,0.0017921,0.0017921
65,333.71,0.94454,1.47834,0.7367,0.00447,0.06105,0.79749,0.81818,0.88749,0.69248,0.72157,0.77659,0.81472,0.43037,0.86932,1.06453,0.65696,0.00463,0,0.0017888,0.0017888,0.0017888
66,338.703,0.93401,1.47717,0.73035,0.00429,0.07409,0.77774,0.83165,0.89643,0.70089,0.72763,0.79798,0.81518,0.44247,0.86217,1.16698,0.65776,0.00463,0,0.0017855,0.0017855,0.0017855
67,343.504,0.93961,1.49818,0.74535,0.00421,0.05647,0.81578,0.84175,0.91439,0.7373,0.69695,0.80135,0.81096,0.44556,0.80911,1.07379,0.59063,0.00426,0,0.0017822,0.0017822,0.0017822
68,348.364,0.91952,1.46342,0.73996,0.00424,0.06605,0.84397,0.83165,0.91741,0.73578,0.73737,0.78451,0.83687,0.44893,0.80579,1.07468,0.61247,0.00439,0,0.0017789,0.0017789,0.0017789
69,353.293,0.91163,1.4333,0.73454,0.00434,0.05947,0.79939,0.87208,0.90903,0.71942,0.74619,0.85132,0.84853,0.45362,0.85665,1.0699,0.61821,0.00471,0,0.0017756,0.0017756,0.0017756
70,358.115,0.91279,1.46283,0.72508,0.00423,0.05305,0.81975,0.81154,0.90522,0.72648,0.71114,0.86532,0.84568,0.48103,0.8292,1.09723,0.58425,0.00469,0,0.0017723,0.0017723,0.0017723
71,363.413,0.89583,1.4276,0.70578,0.00401,0.06831,0.77448,0.86195,0.89615,0.7249,0.74423,0.82828,0.8351,0.45137,0.81116,1.04471,0.62166,0.00434,0,0.001769,0.001769,0.001769
72,368.16,0.89471,1.38083,0.69394,0.00402,0.05058,0.78601,0.86195,0.89947,0.7272,0.70923,0.82126,0.8154,0.45289,0.81027,1.19731,0.63794,0.0043,0,0.0017657,0.0017657,0.0017657
73,372.952,0.87607,1.38207,0.70171,0.004,0.06769,0.80804,0.85522,0.90593,0.74481,0.75334,0.83165,0.8497,0.48351,0.72383,0.97756,0.58357,0.00387,0,0.0017624,0.0017624,0.0017624
74,378.062,0.90932,1.44852,0.70427,0.00404,0.06286,0.84088,0.81848,0.90665,0.73703,0.81794,0.79461,0.87875,0.48376,0.78604,1.11048,0.62964,0.00414,0,0.0017591,0.0017591,0.0017591
75,383.094,0.91179,1.4121,0.70662,0.0042,0.05835,0.80429,0.87173,0.90559,0.73078,0.78252,0.85185,0.8706,0.49558,0.78628,1.00181,0.58973,0.00428,0,0.0017558,0.0017558,0.0017558
76,387.851,0.88552,1.40535,0.70667,0.00397,0.04716,0.82342,0.84783,0.92154,0.75237,0.75611,0.80135,0.8517,0.47757,0.7681,1.07437,0.55886,0.00404,0,0.0017525,0.0017525,0.0017525
77,392.701,0.87862,1.35436,0.708,0.00411,0.07313,0.80251,0.89899,0.91698,0.74419,0.75489,0.87205,0.87695,0.49483,0.77791,0.99905,0.54586,0.00404,0,0.0017492,0.0017492,0.0017492
78,397.801,0.89207,1.40684,0.7174,0.00396,0.05844,0.8322,0.8182,0.90872,0.72427,0.81766,0.81532,0.8879,0.50547,0.85565,1.0271,0.59207,0.0049,0,0.0017459,0.0017459,0.0017459
79,402.449,0.87843,1.37094,0.71033,0.00415,0.07224,0.81759,0.79985,0.89997,0.71782,0.73162,0.82492,0.82953,0.46991,0.83593,1.04502,0.63283,0.00454,0,0.0017426,0.0017426,0.0017426
80,407.259,0.90137,1.38085,0.72415,0.00423,0.08388,0.83216,0.83838,0.92179,0.74261,0.71038,0.84512,0.81491,0.46936,0.78641,0.9788,0.60605,0.00418,0,0.0017393,0.0017393,0.0017393
81,412.299,0.88095,1.43043,0.68412,0.00386,0.0867,0.82351,0.83838,0.91324,0.74323,0.76052,0.84848,0.88536,0.50914,0.75525,0.92483,0.6078,0.00418,0,0.001736,0.001736,0.001736
82,417.353,0.87881,1.35966,0.69741,0.00407,0.07858,0.79276,0.87585,0.92093,0.74574,0.75804,0.8439,0.87933,0.47942,0.80405,1.0193,0.56478,0.00436,0,0.0017327,0.0017327,0.0017327
83,422.404,0.88222,1.35779,0.69327,0.00418,0.07836,0.8233,0.84175,0.9176,0.74016,0.8248,0.80839,0.8777,0.50111,0.82444,0.98671,0.56314,0.00464,0,0.0017294,0.0017294,0.0017294
84,427.451,0.90436,1.37294,0.70144,0.004,0.07405,0.84098,0.78351,0.90441,0.74058,0.70581,0.87242,0.86275,0.50466,0.77052,0.91743,0.61162,0.00417,0,0.0017261,0.0017261,0.0017261
85,432.259,0.88845,1.38908,0.7176,0.00402,0.08529,0.84101,0.78114,0.89905,0.72949,0.78047,0.76094,0.85494,0.49914,0.76855,1.02324,0.63003,0.00428,0,0.0017228,0.0017228,0.0017228
86,436.899,0.85742,1.33629,0.6794,0.00383,0.05887,0.86684,0.85479,0.93491,0.76128,0.80131,0.85549,0.8957,0.51082,0.76182,0.90867,0.5542,0.004,0,0.0017195,0.0017195,0.0017195
87,442.22,0.86282,1.34272,0.69111,0.00398,0.06148,0.82266,0.85859,0.9186,0.74999,0.75838,0.87715,0.89005,0.497,0.75807,0.9129,0.59789,0.00424,0,0.0017162,0.0017162,0.0017162
88,446.858,0.86191,1.33233,0.67432,0.00391,0.04205,0.82184,0.86977,0.92598,0.76129,0.79731,0.82155,0.87453,0.51894,0.7234,0.8745,0.59139,0.00394,0,0.0017129,0.0017129,0.0017129
89,451.65,0.85947,1.32565,0.67505,0.00377,0.05407,0.856,0.83502,0.92137,0.75106,0.80322,0.83165,0.87782,0.49128,0.77955,0.91017,0.54922,0.00422,0,0.0017096,0.0017096,0.0017096
90,456.569,0.85428,1.29713,0.67755,0.00387,0.05919,0.80138,0.87879,0.90976,0.74831,0.76059,0.80228,0.85261,0.49946,0.74162,1.0448,0.57959,0.00389,0,0.0017063,0.0017063,0.0017063
91,461.552,0.86495,1.33931,0.68557,0.00387,0.07263,0.80735,0.84664,0.91174,0.7466,0.78701,0.83358,0.88655,0.49649,0.74786,0.93937,0.58057,0.00403,0,0.001703,0.001703,0.001703
92,466.206,0.86296,1.32474,0.69305,0.00383,0.09139,0.81666,0.86869,0.91874,0.74484,0.81396,0.87542,0.91439,0.52235,0.77937,0.87476,0.58033,0.00412,0,0.0016997,0.0016997,0.0016997
93,471.037,0.86488,1.32206,0.68635,0.00389,0.05915,0.8143,0.87108,0.91899,0.75334,0.73384,0.83502,0.85605,0.49141,0.7498,0.93292,0.56517,0.00413,0,0.0016964,0.0016964,0.0016964
94,475.893,0.86518,1.29782,0.68395,0.00396,0.06094,0.81545,0.87775,0.9166,0.75353,0.8095,0.86532,0.90666,0.52874,0.7505,0.85402,0.56979,0.00406,0,0.0016931,0.0016931,0.0016931
95,480.901,0.85326,1.25756,0.68866,0.00407,0.05976,0.84002,0.86628,0.92903,0.77319,0.78016,0.83165,0.85816,0.4978,0.71161,0.9558,0.54076,0.00378,0,0.0016898,0.0016898,0.0016898
96,485.863,0.88176,1.31403,0.69728,0.00422,0.10481,0.85773,0.84848,0.93096,0.76425,0.76718,0.89868,0.90082,0.51815,0.74219,0.8642,0.53376,0.00418,0,0.0016865,0.0016865,0.0016865
97,491.015,0.88485,1.3329,0.70902,0.00406,0.07659,0.78836,0.86541,0.91809,0.7727,0.7755,0.88552,0.89682,0.53251,0.71587,0.91676,0.53942,0.00376,0,0.0016832,0.0016832,0.0016832
98,496.054,0.85799,1.28445,0.69532,0.00392,0.07094,0.82491,0.85859,0.91669,0.74551,0.81012,0.84848,0.90088,0.54184,0.78605,0.99769,0.57893,0.00428,0,0.0016799,0.0016799,0.0016799
99,500.911,0.86546,1.29581,0.685,0.00399,0.07252,0.86272,0.81818,0.91588,0.75003,0.78061,0.87205,0.89801,0.52737,0.77038,0.94011,0.59064,0.00429,0,0.0016766,0.0016766,0.0016766
100,505.898,0.8485,1.30425,0.67379,0.00385,0.06139,0.81681,0.88573,0.92805,0.77343,0.78852,0.87877,0.90122,0.54264,0.70866,0.81058,0.52743,0.00395,0,0.0016733,0.0016733,0.0016733
